"source" "type" "score" "phase" "gene_id" "gene_type" "gene_name" "level" "hgnc_id" "havana_gene" "logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"ENSG00000236914.4" "HAVANA" "gene" NA NA "ENSG00000236914.4" "lncRNA" "LINC01852" "2" "HGNC:52668" "OTTHUMG00000172374.4" 0.281472551802795 0.205558367914141 2.97721003279602 0.00307679872808123 0.0133439466803875 -2.29439315609259
"ENSG00000248008.3" "HAVANA" "gene" NA NA "ENSG00000248008.3" "lncRNA" "NRAV" "2" "HGNC:48588" "OTTHUMG00000169374.4" -0.197568650987653 3.63629588097456 -2.97720806417833 0.00307681807261403 0.0133439466803875 -2.66102376650621
"ENSG00000234235.1" "HAVANA" "gene" NA NA "ENSG00000234235.1" "lncRNA" "BOK-AS1" "1" "HGNC:35125" "OTTHUMG00000151556.1" 0.630396807323945 -3.39110747022898 2.97707228505029 0.00307815256869474 0.0133472928682795 -2.04174388393815
"ENSG00000218052.5" "HAVANA" "gene" NA NA "ENSG00000218052.5" "transcribed_unprocessed_pseudogene" "ADAMTS7P4" "1" "HGNC:49410" "OTTHUMG00000172143.2" 0.40799387836479 -1.30856386820821 2.97682250930653 0.00308060885642797 0.0133555011859403 -2.1949500394039
"ENSG00000279536.1" "HAVANA" "gene" NA NA "ENSG00000279536.1" "TEC" "AC093458.2" "2" NA "OTTHUMG00000173263.1" 0.51590953813332 -3.09988523031477 2.97635192129705 0.00308524147967614 0.0133731399420697 -2.06573919066854
"ENSG00000105948.13" "HAVANA" "gene" NA NA "ENSG00000105948.13" "protein_coding" "TTC26" "1" "HGNC:21882" "OTTHUMG00000157472.3" -0.229660162070389 3.66843887268392 -2.97627031868068 0.00308604545098298 0.0133741797921416 -2.66432140655965
"ENSG00000008300.17" "HAVANA" "gene" NA NA "ENSG00000008300.17" "protein_coding" "CELSR3" "2" "HGNC:3230" "OTTHUMG00000133544.3" -0.45771999929138 3.5849462672705 -2.97608917937035 0.00308783077020437 0.0133794714111012 -2.69539369540692
"ENSG00000126261.13" "HAVANA" "gene" NA NA "ENSG00000126261.13" "protein_coding" "UBA2" "2" "HGNC:30661" "OTTHUMG00000182090.8" -0.220716793220062 6.70876629282082 -2.97587071735614 0.00308998520139164 0.0133851106145124 -2.84771718709273
"ENSG00000182552.15" "HAVANA" "gene" NA NA "ENSG00000182552.15" "protein_coding" "RWDD4" "2" "HGNC:23750" "OTTHUMG00000160632.4" -0.171390864152534 3.51546519238218 -2.97582149778654 0.00309047078533368 0.0133851106145124 -2.64700638580181
"ENSG00000259520.6" "HAVANA" "gene" NA NA "ENSG00000259520.6" "lncRNA" "AC051619.4" "2" NA "OTTHUMG00000172002.4" 0.541577542536832 -2.27449988631352 2.97578551357521 0.00309082583780917 0.0133851106145124 -2.12623035828672
"ENSG00000224420.3" "HAVANA" "gene" NA NA "ENSG00000224420.3" "protein_coding" "ADM5" "2" "HGNC:27293" "OTTHUMG00000183240.1" 0.460895576801164 -0.784753100589464 2.97566949979789 0.00309197078788012 0.0133876236998973 -2.23599666022206
"ENSG00000166788.10" "HAVANA" "gene" NA NA "ENSG00000166788.10" "protein_coding" "SAAL1" "1" "HGNC:25158" "OTTHUMG00000166428.3" -0.183150294455373 3.30280788794625 -2.97525619552267 0.00309605287872378 0.0134028507859304 -2.63107066352146
"ENSG00000262406.3" "HAVANA" "gene" NA NA "ENSG00000262406.3" "protein_coding" "MMP12" "2" "HGNC:7158" "OTTHUMG00000165848.4" -0.76055921550263 3.67038314934196 -2.97519740745087 0.00309663391252963 0.0134029189605837 -2.72645160495859
"ENSG00000155760.2" "HAVANA" "gene" NA NA "ENSG00000155760.2" "protein_coding" "FZD7" "2" "HGNC:4045" "OTTHUMG00000132841.1" 0.339245890114722 3.93170864741498 2.97501132731939 0.00309847369933966 0.0134084342783981 -2.66901269356816
"ENSG00000170325.15" "HAVANA" "gene" NA NA "ENSG00000170325.15" "protein_coding" "PRDM10" "1" "HGNC:13995" "OTTHUMG00000165762.2" -0.16388209881893 3.53356597270431 -2.97469501722925 0.00310160337384526 0.0134195284660349 -2.65100513277643
"ENSG00000261879.7" "HAVANA" "gene" NA NA "ENSG00000261879.7" "lncRNA" "AC087500.1" "2" NA "OTTHUMG00000177801.6" 0.323671512392958 0.0717268878949482 2.97452373176695 0.00310329933473805 0.0134223522257536 -2.29292846853899
"ENSG00000101343.15" "HAVANA" "gene" NA NA "ENSG00000101343.15" "protein_coding" "CRNKL1" "2" "HGNC:15762" "OTTHUMG00000032000.4" -0.1785495344216 5.14621838605405 -2.97451475618855 0.00310338822866222 0.0134223522257536 -2.8092356342724
"ENSG00000137460.9" "HAVANA" "gene" NA NA "ENSG00000137460.9" "protein_coding" "FHDC1" "2" "HGNC:29363" "OTTHUMG00000161452.3" 0.307492488462533 4.43360212832181 2.97438488112103 0.00310467476918029 0.0134254675865885 -2.7280958284221
"ENSG00000128159.12" "HAVANA" "gene" NA NA "ENSG00000128159.12" "protein_coding" "TUBGCP6" "1" "HGNC:18127" "OTTHUMG00000030150.7" 0.274265750302362 5.50298592529527 2.97409374241588 0.00310756055831373 0.0134354961410683 -2.81906263378237
"ENSG00000138379.5" "HAVANA" "gene" NA NA "ENSG00000138379.5" "protein_coding" "MSTN" "2" "HGNC:4223" "OTTHUMG00000132663.3" 0.620393945635667 -2.83445483103435 2.97388242984854 0.00310965664161916 0.0134421073788132 -2.08286527437139
"ENSG00000108602.18" "HAVANA" "gene" NA NA "ENSG00000108602.18" "protein_coding" "ALDH3A1" "2" "HGNC:405" "OTTHUMG00000059469.12" 1.17875395972446 2.33153381701776 2.97319083693231 0.00311652584246568 0.0134693451922824 -2.43107382712065
"ENSG00000126767.18" "HAVANA" "gene" NA NA "ENSG00000126767.18" "protein_coding" "ELK1" "2" "HGNC:3321" "OTTHUMG00000021452.4" -0.191850267035608 5.15514959079992 -2.97311797383424 0.00311725035819176 0.0134700211395529 -2.81781907396666
"ENSG00000267102.1" "HAVANA" "gene" NA NA "ENSG00000267102.1" "transcribed_processed_pseudogene" "AC060766.1" "1" NA "OTTHUMG00000179888.1" 0.315948234851553 0.00021586187873567 2.97282383006477 0.00312017674994073 0.0134802096831441 -2.29117076878571
"ENSG00000145743.17" "HAVANA" "gene" NA NA "ENSG00000145743.17" "protein_coding" "FBXL17" "2" "HGNC:13615" "OTTHUMG00000159785.7" 0.215849338412564 4.58046160996921 2.97258890256961 0.00312251581318384 0.0134878575206028 -2.74984718332222
"ENSG00000147036.12" "HAVANA" "gene" NA NA "ENSG00000147036.12" "protein_coding" "LANCL3" "2" "HGNC:24767" "OTTHUMG00000033177.2" 0.712890413652657 0.087531179189329 2.97227388877129 0.00312565477625514 0.0134989571484534 -2.27881485437465
"ENSG00000122218.16" "HAVANA" "gene" NA NA "ENSG00000122218.16" "protein_coding" "COPA" "2" "HGNC:2230" "OTTHUMG00000033111.9" -0.177559941518223 8.46487994207114 -2.97162469262252 0.00313213281542032 0.0135244707801158 -2.83811048971948
"ENSG00000172738.12" "HAVANA" "gene" NA NA "ENSG00000172738.12" "protein_coding" "TMEM217" "2" "HGNC:21238" "OTTHUMG00000193508.2" 0.377734813885183 -0.0303246171616118 2.97155232049164 0.00313285574515705 0.0135251292275444 -2.29404999687288
"ENSG00000140497.16" "HAVANA" "gene" NA NA "ENSG00000140497.16" "protein_coding" "SCAMP2" "1" "HGNC:10564" "OTTHUMG00000142817.5" 0.235505560205251 7.07951306935803 2.97147243561359 0.0031336538974437 0.0135261121260495 -2.86036213650869
"ENSG00000275632.1" "HAVANA" "gene" NA NA "ENSG00000275632.1" "lncRNA" "AL035461.2" "2" NA "OTTHUMG00000186610.1" -0.355973255102235 -1.77162038107914 -2.97035924988419 0.00314479542459309 0.0135707837284335 -2.21499127869471
"ENSG00000185650.10" "HAVANA" "gene" NA NA "ENSG00000185650.10" "protein_coding" "ZFP36L1" "1" "HGNC:1107" "OTTHUMG00000171385.4" 0.29904712508346 8.77805858126815 2.97032409235652 0.00314514789488579 0.0135707837284335 -2.84026809348753
"ENSG00000196951.11" "HAVANA" "gene" NA NA "ENSG00000196951.11" "lncRNA" "SCOC-AS1" "2" "HGNC:50601" "OTTHUMG00000161377.3" 0.370178958079206 -0.625575870364735 2.96953788874842 0.00315303939215761 0.0136023588042316 -2.26262640514354
"ENSG00000147853.17" "HAVANA" "gene" NA NA "ENSG00000147853.17" "protein_coding" "AK3" "2" "HGNC:17376" "OTTHUMG00000019472.3" 0.200340271488373 5.9822716648997 2.9693222266111 0.00315520725854784 0.0136092348735982 -2.85471536699054
"ENSG00000274667.1" "HAVANA" "gene" NA NA "ENSG00000274667.1" "lncRNA" "AC090517.2" "2" NA "OTTHUMG00000186904.1" -0.356491285541866 -1.36388811894267 -2.96824308991946 0.00316607538889234 0.0136536281321639 -2.24595975722753
"ENSG00000263874.2" "HAVANA" "gene" NA NA "ENSG00000263874.2" "protein_coding" "LINC00672" "2" "HGNC:44353" "OTTHUMG00000178440.3" 0.381277373115691 0.799677722196993 2.96797665102494 0.0031687639965565 0.0136627376538197 -2.36348985322031
"ENSG00000135374.11" "HAVANA" "gene" NA NA "ENSG00000135374.11" "protein_coding" "ELF5" "2" "HGNC:3320" "OTTHUMG00000166451.2" 0.885447575517864 2.18549550898471 2.9675534788473 0.0031730384766157 0.0136786804146469 -2.44611318547966
"ENSG00000263843.1" "HAVANA" "gene" NA NA "ENSG00000263843.1" "lncRNA" "AC022211.2" "2" NA "OTTHUMG00000179606.1" -0.310079666094836 0.301767693901123 -2.96730744949428 0.00317552605343679 0.0136869156020698 -2.35486133392081
"ENSG00000158022.7" "HAVANA" "gene" NA NA "ENSG00000158022.7" "protein_coding" "TRIM63" "2" "HGNC:16007" "OTTHUMG00000007510.1" 0.782043843145926 -3.19204843119355 2.9671170192639 0.00317745269794929 0.0136924883339484 -2.05808159409161
"ENSG00000156427.8" "HAVANA" "gene" NA NA "ENSG00000156427.8" "protein_coding" "FGF18" "2" "HGNC:3674" "OTTHUMG00000130464.3" 0.601613852761396 -0.00075518841818615 2.96706551273099 0.00317797398995015 0.0136924883339484 -2.29783530924456
"ENSG00000196747.4" "HAVANA" "gene" NA NA "ENSG00000196747.4" "protein_coding" "H2AC13" "2" "HGNC:4725" "OTTHUMG00000014484.1" -0.724498283225054 -1.37077527916543 -2.96694429694733 0.00317920111036448 0.0136952867599458 -2.2613325270523
"ENSG00000171916.17" "HAVANA" "gene" NA NA "ENSG00000171916.17" "protein_coding" "LGALS9C" "2" "HGNC:33874" "OTTHUMG00000059251.7" 0.81086873154182 -2.1205841907229 2.96626735348225 0.0031860620774283 0.0137223491109582 -2.14879745353874
"ENSG00000033122.21" "HAVANA" "gene" NA NA "ENSG00000033122.21" "protein_coding" "LRRC7" "1" "HGNC:18531" "OTTHUMG00000059194.7" -0.385528380494439 -0.481732522661461 -2.96584954392581 0.00319030342273954 0.0137380572914351 -2.30637546677637
"ENSG00000278175.4" "HAVANA" "gene" NA NA "ENSG00000278175.4" "lncRNA" "GLIDR" "2" "HGNC:48823" "OTTHUMG00000189744.7" 0.308091851772913 -1.06082032781419 2.96579396137232 0.00319086805162097 0.0137380572914351 -2.24669984061443
"ENSG00000279805.1" "HAVANA" "gene" NA NA "ENSG00000279805.1" "TEC" "Z95114.3" "2" NA "OTTHUMG00000172731.1" 0.405844311641528 -1.9286179275779 2.96508758146039 0.00319805169542243 0.0137664861471434 -2.17975918678948
"ENSG00000100796.17" "HAVANA" "gene" NA NA "ENSG00000100796.17" "protein_coding" "PPP4R3A" "2" "HGNC:20219" "OTTHUMG00000171102.2" -0.152957479754776 6.38058422624219 -2.96480583709756 0.00320092106393754 0.0137763366175275 -2.87814725908257
"ENSG00000254986.7" "HAVANA" "gene" NA NA "ENSG00000254986.7" "protein_coding" "DPP3" "1" "HGNC:3008" "OTTHUMG00000167143.6" -0.251847416268802 5.74492118346023 -2.96380479672647 0.00321113501212093 0.0138177878652246 -2.87091404124886
"ENSG00000154822.18" "HAVANA" "gene" NA NA "ENSG00000154822.18" "protein_coding" "PLCL2" "2" "HGNC:9064" "OTTHUMG00000155467.6" 0.336627485773356 2.98428766296312 2.96327728959556 0.00321652932655617 0.0138384885379508 -2.57369962106477
"ENSG00000186222.5" "HAVANA" "gene" NA NA "ENSG00000186222.5" "protein_coding" "BLOC1S4" "2" "HGNC:24206" "OTTHUMG00000125510.2" -0.229300153530216 4.06969180254386 -2.96276122802201 0.00322181461615365 0.0138587127265971 -2.76260781922074
"ENSG00000183921.7" "HAVANA" "gene" NA NA "ENSG00000183921.7" "protein_coding" "SDR42E2" "1" "HGNC:35414" "OTTHUMG00000183976.2" 0.479435536305664 -3.02772215886853 2.96253223882259 0.00322416237185529 0.0138662959979483 -2.10604944197951
"ENSG00000124333.16" "HAVANA" "gene" NA NA "ENSG00000124333.16" "protein_coding" "VAMP7" "2" "HGNC:11486" "OTTHUMG00000022679.3" -0.176518330580946 5.62383578137296 -2.96217235437428 0.0032278553178974 0.0138796607884199 -2.86853627872541
"ENSG00000227038.3" "HAVANA" "gene" NA NA "ENSG00000227038.3" "transcribed_unprocessed_pseudogene" "GTF2IP7" "2" "HGNC:51720" "OTTHUMG00000156626.2" -0.581705968644453 -1.19691371402373 -2.96210461667219 0.00322855083916393 0.0138801342514192 -2.28722995304341
"ENSG00000254363.6" "HAVANA" "gene" NA NA "ENSG00000254363.6" "lncRNA" "AC011379.2" "2" NA "OTTHUMG00000163536.2" 0.563274555437053 0.357800445944214 2.96194880848448 0.00323015117606022 0.0138844968064517 -2.33354022549681
"ENSG00000075089.9" "HAVANA" "gene" NA NA "ENSG00000075089.9" "protein_coding" "ACTR6" "2" "HGNC:24025" "OTTHUMG00000170245.3" -0.187429423163233 4.42719461726253 -2.96150202887145 0.00323474416147186 0.0139017190626242 -2.79471173393298
"ENSG00000236137.1" "HAVANA" "gene" NA NA "ENSG00000236137.1" "lncRNA" "AL445231.1" "2" NA "OTTHUMG00000012031.1" -0.338356007790994 -1.72007631340777 -2.96125795013556 0.00323725586223189 0.0139099185488012 -2.24196102110619
"ENSG00000255237.1" "HAVANA" "gene" NA NA "ENSG00000255237.1" "lncRNA" "AC138230.1" "2" NA "OTTHUMG00000165470.1" 0.396902203018513 -2.05563736677599 2.96119529734505 0.00323790088053338 0.0139099185488012 -2.18917067436225
"ENSG00000099804.9" "HAVANA" "gene" NA NA "ENSG00000099804.9" "protein_coding" "CDC34" "2" "HGNC:1734" "OTTHUMG00000180558.11" -0.27747395669446 5.45752838943014 -2.96112895487203 0.00323858401267791 0.0139099185488012 -2.87113298369106
"ENSG00000114738.11" "HAVANA" "gene" NA NA "ENSG00000114738.11" "protein_coding" "MAPKAPK3" "1" "HGNC:6888" "OTTHUMG00000156850.13" 0.271415398130142 5.97231693837793 2.96108868406516 0.00323899874769849 0.0139099185488012 -2.87710733106677
"ENSG00000100095.19" "HAVANA" "gene" NA NA "ENSG00000100095.19" "protein_coding" "SEZ6L" "2" "HGNC:10763" "OTTHUMG00000150870.6" 0.705484282351777 -2.39720805137019 2.96066823733122 0.00324333168354399 0.01392600402333 -2.14925909280561
"ENSG00000184860.10" "HAVANA" "gene" NA NA "ENSG00000184860.10" "protein_coding" "SDR42E1" "1" "HGNC:29834" "OTTHUMG00000166148.5" 0.486860453797315 3.14940582659623 2.96044034582744 0.00324568244566602 0.0139335742869349 -2.59208720099692
"ENSG00000211898.7" "HAVANA" "gene" NA NA "ENSG00000211898.7" "IG_C_gene" "IGHD" "2" "HGNC:5480" "OTTHUMG00000152538.2" 1.11434048433798 4.53723212084519 2.96004805894273 0.00324973263967328 0.0139484360765122 -2.73817962314909
"ENSG00000166278.15" "HAVANA" "gene" NA NA "ENSG00000166278.15" "protein_coding" "C2" "1" "HGNC:1248" "OTTHUMG00000031190.15" 0.499385950055122 4.74469888585146 2.95994291748546 0.00325081896517084 0.013950573332887 -2.79959373875119
"ENSG00000100167.20" "HAVANA" "gene" NA NA "ENSG00000100167.20" "protein_coding" "SEPTIN3" "1" "HGNC:10750" "OTTHUMG00000030494.5" -0.556670678228555 2.20641455369698 -2.95981817657912 0.0032521082235524 0.0139535805248692 -2.55982115360384
"ENSG00000118412.13" "HAVANA" "gene" NA NA "ENSG00000118412.13" "protein_coding" "CASP8AP2" "2" "HGNC:1510" "OTTHUMG00000015212.7" -0.217055310306634 4.11748815337182 -2.95937867159474 0.00325665444921242 0.0139705585291888 -2.76492006007067
"ENSG00000011332.19" "HAVANA" "gene" NA NA "ENSG00000011332.19" "protein_coding" "DPF1" "1" "HGNC:20225" "OTTHUMG00000157164.4" -0.442040816036759 -1.12261688847475 -2.95926429350826 0.00325783852501636 0.01397310988208 -2.29067527720964
"ENSG00000150637.9" "HAVANA" "gene" NA NA "ENSG00000150637.9" "protein_coding" "CD226" "2" "HGNC:16961" "OTTHUMG00000132809.6" 0.409475480075899 2.11108127033433 2.95905889666961 0.00325996584203295 0.0139797052115394 -2.49459726621339
"ENSG00000149050.10" "HAVANA" "gene" NA NA "ENSG00000149050.10" "protein_coding" "ZNF214" "2" "HGNC:13006" "OTTHUMG00000165618.2" 0.465694595688061 0.520393181396672 2.95880823045695 0.00326256373955128 0.0139883157802461 -2.35661901827175
"ENSG00000128965.13" "HAVANA" "gene" NA NA "ENSG00000128965.13" "protein_coding" "CHAC1" "2" "HGNC:28680" "OTTHUMG00000130208.11" -0.406432108114935 2.0284241709412 -2.95849348273184 0.00326582845654573 0.0139966200305558 -2.54066965709322
"ENSG00000115524.17" "HAVANA" "gene" NA NA "ENSG00000115524.17" "protein_coding" "SF3B1" "2" "HGNC:10768" "OTTHUMG00000154447.6" -0.112463863256945 8.28801636818352 -2.9584598413245 0.0032661775782627 0.0139966200305558 -2.8813728807707
"ENSG00000175455.16" "HAVANA" "gene" NA NA "ENSG00000175455.16" "protein_coding" "CCDC14" "1" "HGNC:25766" "OTTHUMG00000153005.23" -0.293269038448607 5.37251729257076 -2.95845078603338 0.00326627155753122 0.0139966200305558 -2.87220526452853
"ENSG00000108509.21" "HAVANA" "gene" NA NA "ENSG00000108509.21" "protein_coding" "CAMTA2" "1" "HGNC:18807" "OTTHUMG00000099417.6" 0.20709600400573 4.88510556284856 2.9582596746831 0.0032682555608694 0.0140025911362872 -2.82593043664001
"ENSG00000106823.12" "HAVANA" "gene" NA NA "ENSG00000106823.12" "protein_coding" "ECM2" "2" "HGNC:3154" "OTTHUMG00000020226.2" 0.365709564638693 3.2782336260675 2.95798979413107 0.0032710591753848 0.0140120710114496 -2.61814806669296
"ENSG00000182578.14" "HAVANA" "gene" NA NA "ENSG00000182578.14" "protein_coding" "CSF1R" "2" "HGNC:2433" "OTTHUMG00000130050.4" 0.393025621459755 6.11869409509745 2.95774316871012 0.00327362312996285 0.0140202602473041 -2.88770452989419
"ENSG00000260077.1" "HAVANA" "gene" NA NA "ENSG00000260077.1" "lncRNA" "AC104794.3" "2" NA "OTTHUMG00000175729.1" 0.310598607764747 2.17787124832727 2.95769216864382 0.00327415356344676 0.0140202602473041 -2.51451713264562
"ENSG00000145569.6" "HAVANA" "gene" NA NA "ENSG00000145569.6" "protein_coding" "OTULINL" "1" "HGNC:25629" "OTTHUMG00000131056.5" 0.437092128044564 4.92883270339496 2.95727473933988 0.00327849805107972 0.0140363287813471 -2.81330548998763
"ENSG00000213236.3" "HAVANA" "gene" NA NA "ENSG00000213236.3" "processed_pseudogene" "YWHAZP2" "1" "HGNC:31078" "OTTHUMG00000153373.1" -0.404292466040465 -1.42996916602705 -2.9571566949579 0.00327972757959323 0.0140390577563018 -2.27281702686628
"ENSG00000116771.6" "HAVANA" "gene" NA NA "ENSG00000116771.6" "protein_coding" "AGMAT" "2" "HGNC:18407" "OTTHUMG00000002357.2" -0.380769569415446 1.53750654975375 -2.95621804297102 0.00328951941883219 0.0140766398230806 -2.49990092877991
"ENSG00000273010.1" "HAVANA" "gene" NA NA "ENSG00000273010.1" "lncRNA" "AL360270.3" "2" NA "OTTHUMG00000186361.1" -0.392812589138574 -3.03609305286319 -2.95620126400076 0.00328969469673933 0.0140766398230806 -2.15981766063557
"ENSG00000250565.7" "HAVANA" "gene" NA NA "ENSG00000250565.7" "protein_coding" "ATP6V1E2" "2" "HGNC:18125" "OTTHUMG00000128819.3" -0.23858704616833 2.64611002824451 -2.95578908473678 0.00329400312067931 0.0140925322972404 -2.60578071964278
"ENSG00000233421.4" "HAVANA" "gene" NA NA "ENSG00000233421.4" "lncRNA" "LINC01783" "2" "HGNC:52573" "OTTHUMG00000002488.1" 0.645893719371304 -2.03110681685373 2.95565090770335 0.00329544861045514 0.0140961729305234 -2.18656094321775
"ENSG00000134294.14" "HAVANA" "gene" NA NA "ENSG00000134294.14" "protein_coding" "SLC38A2" "2" "HGNC:13448" "OTTHUMG00000169471.2" -0.245916199671982 7.53718390435087 -2.95495727524226 0.00330271356433809 0.0141247003265613 -2.90321306594356
"ENSG00000197380.11" "HAVANA" "gene" NA NA "ENSG00000197380.11" "protein_coding" "DACT3" "1" "HGNC:30745" "OTTHUMG00000153070.4" 0.360550727022844 2.32988644734847 2.95420722754198 0.00331058587143957 0.0141558144295459 -2.52665958475942
"ENSG00000277283.1" "HAVANA" "gene" NA NA "ENSG00000277283.1" "lncRNA" "AC004812.2" "2" NA "OTTHUMG00000187237.1" -0.233396631180492 1.19755059573388 -2.95410428344325 0.00331166768371555 0.0141578869060396 -2.45712221088347
"ENSG00000096401.8" "HAVANA" "gene" NA NA "ENSG00000096401.8" "protein_coding" "CDC5L" "2" "HGNC:1743" "OTTHUMG00000014767.2" -0.168121172155859 5.92676541811041 -2.95364394234038 0.00331650924079812 0.0141760292228815 -2.90281703717018
"ENSG00000241749.4" "HAVANA" "gene" NA NA "ENSG00000241749.4" "transcribed_processed_pseudogene" "RPSAP52" "1" "HGNC:35752" "OTTHUMG00000157608.3" -0.818892176425807 -2.88549045831716 -2.95332986646494 0.00331981619085447 0.0141876066844195 -2.19736484611754
"ENSG00000167925.16" "HAVANA" "gene" NA NA "ENSG00000167925.16" "protein_coding" "GHDC" "1" "HGNC:24438" "OTTHUMG00000180108.3" 0.289727338350758 5.25241744884633 2.95241632108328 0.00332945218170978 0.0142262229641988 -2.86750792439684
"ENSG00000151746.15" "HAVANA" "gene" NA NA "ENSG00000151746.15" "protein_coding" "BICD1" "1" "HGNC:1049" "OTTHUMG00000169307.6" -0.301785711321429 3.60786728736185 -2.95232801446012 0.00333038498532872 0.0142265677691523 -2.7331546541373
"ENSG00000111254.8" "HAVANA" "gene" NA NA "ENSG00000111254.8" "protein_coding" "AKAP3" "1" "HGNC:373" "OTTHUMG00000168226.5" 0.458765793042733 -0.108559359866902 2.95229508136809 0.00333073292646834 0.0142265677691523 -2.34260401563746
"ENSG00000287998.1" "HAVANA" "gene" NA NA "ENSG00000287998.1" "lncRNA" "AC104232.3" "2" NA "OTTHUMG00000195489.1" 0.568223281786301 -1.97348021225216 2.95204454417849 0.00333338096283348 0.0142353138740601 -2.21172025023284
"ENSG00000130520.11" "HAVANA" "gene" NA NA "ENSG00000130520.11" "protein_coding" "LSM4" "2" "HGNC:17259" "OTTHUMG00000183357.11" -0.258008676753581 6.26043384720965 -2.95192951478285 0.00333459740287831 0.0142379442503592 -2.91510862383871
"ENSG00000103160.12" "HAVANA" "gene" NA NA "ENSG00000103160.12" "protein_coding" "HSDL1" "2" "HGNC:16475" "OTTHUMG00000137635.8" -0.21021056301103 5.0092854489551 -2.95171263757972 0.0033368919908414 0.0142451762878735 -2.8672410755704
"ENSG00000281958.1" "HAVANA" "gene" NA NA "ENSG00000281958.1" "TR_J_gene" "TRBJ1-4" "2" "HGNC:12165" "OTTHUMG00000190606.3" 0.553056035808443 -3.593979449415 2.95132415104175 0.00334100583501124 0.0142601707197329 -2.10041884418955
"ENSG00000143401.15" "HAVANA" "gene" NA NA "ENSG00000143401.15" "protein_coding" "ANP32E" "1" "HGNC:16673" "OTTHUMG00000012547.6" -0.315027480686132 6.7275595065684 -2.95111053507916 0.00334326987713475 0.0142672658003717 -2.91901533868032
"ENSG00000079462.8" "HAVANA" "gene" NA NA "ENSG00000079462.8" "protein_coding" "PAFAH1B3" "2" "HGNC:8576" "OTTHUMG00000182795.2" -0.371750461517019 4.42352200112411 -2.9503365507094 0.00335148482027341 0.0142997489812277 -2.84475676200057
"ENSG00000132031.13" "HAVANA" "gene" NA NA "ENSG00000132031.13" "protein_coding" "MATN3" "2" "HGNC:6909" "OTTHUMG00000151788.2" 0.504791507055919 2.38363654728814 2.9498938016355 0.00335619237666223 0.0143172582314972 -2.54014046014801
"ENSG00000261795.1" "HAVANA" "gene" NA NA "ENSG00000261795.1" "lncRNA" "AC093627.7" "2" NA "OTTHUMG00000173363.1" 0.565764703073882 -3.38486495087925 2.94938290884945 0.00336163198413091 0.0143378834941075 -2.1192420385637
"ENSG00000103942.13" "HAVANA" "gene" NA NA "ENSG00000103942.13" "protein_coding" "HOMER2" "1" "HGNC:17513" "OTTHUMG00000172462.7" 0.485030799481397 3.8157732459514 2.94910760673406 0.00336456653620577 0.0143478188081724 -2.70721318399734
"ENSG00000141391.14" "HAVANA" "gene" NA NA "ENSG00000141391.14" "protein_coding" "PRELID3A" "2" "HGNC:24639" "OTTHUMG00000131694.5" -0.289473106859616 1.22467003941483 -2.9485713897799 0.00337028900206694 0.0143696371586058 -2.48802367184151
"ENSG00000221838.10" "HAVANA" "gene" NA NA "ENSG00000221838.10" "protein_coding" "AP4M1" "1" "HGNC:574" "OTTHUMG00000154722.108" -0.218736126825964 4.15939138940677 -2.94819657186693 0.00337429430954413 0.0143841276661797 -2.81139526712889
"ENSG00000089101.19" "HAVANA" "gene" NA NA "ENSG00000089101.19" "protein_coding" "CFAP61" "1" "HGNC:15872" "OTTHUMG00000032006.15" 0.629042648785013 -0.60427809287743 2.94811972685035 0.00337511601315515 0.0143850441617668 -2.30339989076653
"ENSG00000148204.12" "HAVANA" "gene" NA NA "ENSG00000148204.12" "protein_coding" "CRB2" "2" "HGNC:18688" "OTTHUMG00000020638.7" 0.527741938470119 -1.96862666700816 2.94713820324403 0.00338562753819816 0.0144248009895526 -2.2224752156802
"ENSG00000057294.15" "HAVANA" "gene" NA NA "ENSG00000057294.15" "protein_coding" "PKP2" "2" "HGNC:9024" "OTTHUMG00000169500.3" -0.670430296645496 3.16724724194535 -2.94713510205421 0.00338566079742135 0.0144248009895526 -2.71637218212029
"ENSG00000124019.10" "HAVANA" "gene" NA NA "ENSG00000124019.10" "protein_coding" "FAM124B" "2" "HGNC:26224" "OTTHUMG00000133168.4" 0.3282744004965 0.477604752844596 2.94705254431126 0.00338654631135906 0.0144259815023937 -2.39370928438166
"ENSG00000228590.2" "HAVANA" "gene" NA NA "ENSG00000228590.2" "lncRNA" "MIR4432HG" "2" NA "OTTHUMG00000152618.2" 0.611146388161077 -3.33272445877686 2.94666110194441 0.0033907478014043 0.0144412844209262 -2.12208221810095
"ENSG00000177640.16" "HAVANA" "gene" NA NA "ENSG00000177640.16" "lncRNA" "CASC2" "2" "HGNC:22933" "OTTHUMG00000019127.9" 0.343567150602531 1.46811269327264 2.94621769358796 0.00339551281366278 0.0144589814676625 -2.46527741543197
"ENSG00000278952.1" "HAVANA" "gene" NA NA "ENSG00000278952.1" "TEC" "AP003068.4" "2" NA "OTTHUMG00000173022.1" -0.531546467558298 -2.8270257001003 -2.94612434091068 0.00339651679160689 0.0144606595670676 -2.21353679633371
"ENSG00000136044.12" "HAVANA" "gene" NA NA "ENSG00000136044.12" "protein_coding" "APPL2" "1" "HGNC:18242" "OTTHUMG00000169853.5" -0.188003971092287 5.19559927888253 -2.94602180095849 0.00339761988830865 0.0144627589859602 -2.89378681340325
